1,1,52.7,60.58,122.99999999999999,57.540000000000006,1,1,0.0
1,2,0.0,12.25,16.51,29.92,1,1,1.0
1,3,95.26,0.0,221.26999999999998,61.73,1,1,0.0
1,4,314.26,0.0,395.73,112.32,1,1,1.0
2,1,36.34,57.59,118.28999999999999,55.459999999999994,1,1,0.0
2,2,0.0,16.9,10.7,22.300000000000004,1,1,1.0
2,3,95.26,0.0,221.12,61.73,1,1,0.0
2,4,313.81,0.0,395.57,112.25,1,1,1.0
3,1,19.98,54.59,113.58999999999999,53.379999999999995,1,1,0.0
3,2,0.0,23.2,3.1,14.3,1,1,1.0
3,3,95.26,0.0,220.96000000000004,61.73,1,1,0.0
3,4,313.35,0.0,395.41999999999996,112.18,1,1,1.0
4,1,3.62,51.6,108.88,51.300000000000004,1,1,0.0
4,3,95.26,0.0,220.81,61.73,1,1,0.0
4,4,312.89,0.0,395.27,112.11,1,1,1.0
5,1,2.78,48.93,91.82,50.449999999999996,1,1,0.0
5,3,95.26,0.0,220.66000000000003,61.73,1,1,0.0
5,4,312.44,0.0,395.10999999999996,112.03,1,1,1.0
6,1,1.93,46.25,74.77,49.599999999999994,1,1,0.0
6,3,95.26,0.0,220.5,61.73,1,1,0.0
6,4,311.98,0.0,394.96000000000004,111.96,1,1,1.0
7,1,1.08,43.58,57.72,48.75,1,1,0.0
7,3,95.26,0.0,220.35000000000002,61.73,1,1,0.0
7,4,311.53,0.0,394.80000000000007,111.89,1,1,1.0
8,1,0.24,40.9,40.66,47.9,1,1,0.0
8,3,95.26,0.0,220.2,61.73,1,1,0.0
8,4,311.07,0.0,394.66,111.82,1,1,1.0
9,1,0.12,44.0,26.33,38.900000000000006,1,1,0.0
9,3,95.26,0.0,220.05,61.73,1,1,0.0
9,4,310.61,0.0,394.51,111.74,1,1,1.0
10,1,0.0,47.1,12.0,29.9,1,1,1.0
10,3,95.26,0.0,219.89,61.73,1,1,0.0
10,4,310.16,0.0,394.34999999999997,111.67,1,1,1.0
10,5,920.4,194.6,39.60000000000002,61.129999999999995,1,1,1.0
11,3,95.26,0.0,219.74,61.73,1,1,0.0
11,4,309.7,0.0,394.2,111.6,1,1,1.0
11,5,873.35,184.6,86.0,71.17000000000002,1,1,1.0
12,3,95.26,0.0,219.7,61.57,1,1,0.0
12,4,309.76,0.0,394.14,111.6,1,1,1.0
12,5,826.3,174.6,132.4000000000001,81.20000000000002,1,1,1.0
13,3,95.26,0.0,219.65000000000003,61.42,1,1,0.0
13,4,309.82,0.0,394.08,111.6,1,1,1.0
13,5,780.2,160.3,179.0,102.19999999999999,1,1,1.0
14,6,0.5,177.02,14.1,40.609999999999985,1,1,1.0
14,3,95.26,0.0,219.61,61.27,1,1,0.0
14,4,309.88,0.0,394.02,111.6,1,1,1.0
14,5,738.4,153.17,220.60000000000002,117.33000000000001,1,1,1.0
15,6,0.96,165.9,34.9,70.79999999999998,1,1,1.0
15,3,95.26,0.0,219.56,61.12,1,1,0.0
15,4,309.94,0.0,393.96,111.6,1,1,1.0
15,5,695.8,144.5,264.20000000000005,115.73000000000002,1,1,1.0
16,6,0.75,169.6,51.65,78.6,1,1,1.0
16,3,95.26,0.0,219.51999999999998,60.97,1,1,0.0
16,4,310.0,0.0,393.9,111.6,1,1,1.0
16,5,654.4,137.68,272.9,112.28999999999999,1,1,1.0
17,6,1.05,165.4,70.95,97.76000000000002,1,1,1.0
17,3,95.26,0.0,219.47000000000003,60.82,1,1,0.0
17,4,310.05,0.0,393.84999999999997,111.6,1,1,1.0
17,5,620.1,129.29,260.44999999999993,110.41,1,1,1.0
18,6,0.91,167.7,92.54,112.40000000000003,1,1,1.0
18,3,95.26,0.0,219.43,60.67,1,1,0.0
18,4,310.11,0.0,393.78999999999996,111.6,1,1,1.0
18,5,585.8,120.9,248.0,108.53,1,1,1.0
19,6,1.61,172.92,114.12,118.78,1,1,1.0
19,3,95.26,0.0,219.38,60.52,1,1,0.0
19,4,310.17,0.0,393.72999999999996,111.6,1,1,1.0
19,5,549.9,115.65,241.85000000000002,103.51999999999998,1,1,1.0
20,6,1.3,181.8,138.7,123.12,1,1,1.0
20,3,95.26,0.0,219.34000000000003,60.36,1,1,0.0
20,4,310.23,0.0,393.66999999999996,111.6,1,1,1.0
20,5,517.2,110.4,232.5,98.5,1,1,1.0
21,6,0.74,188.63,164.56,130.01,1,1,1.0
21,3,95.26,0.0,219.3,60.21,1,1,0.0
21,4,310.29,0.0,393.60999999999996,111.6,1,1,1.0
21,5,484.69,107.2,225.31,95.05,1,1,1.0
22,6,1.2,198.15,194.83,134.85,1,1,1.0
22,3,95.26,0.0,219.25,60.06,1,1,0.0
22,4,310.35,0.0,393.54999999999995,111.6,1,1,1.0
22,5,457.11,101.6,218.12,91.70000000000002,1,1,1.0
23,6,15.3,207.68,211.47,142.76999999999998,1,1,1.0
23,3,95.26,0.0,219.21000000000004,59.91,1,1,0.0
23,4,310.41,0.0,393.48999999999995,111.6,1,1,0.0
23,5,430.26,97.7,209.75,89.24,1,1,1.0
24,6,35.45,217.2,222.05,150.7,1,1,1.0
24,3,95.26,0.0,219.16000000000003,59.76,1,1,0.0
24,4,310.47,0.0,393.42999999999995,111.6,1,1,0.0
24,5,403.41,93.8,201.38999999999993,86.77,1,1,1.0
25,6,59.74,225.2,237.76,159.91000000000003,1,1,1.0
25,3,95.26,0.0,219.12,59.61,1,1,0.0
25,4,310.53,0.0,393.37,111.6,1,1,0.0
25,5,376.56,89.9,194.58999999999997,83.1,1,1,1.0
26,6,85.4,239.4,254.4,168.4,1,1,1.0
26,3,95.26,0.0,219.07,59.46,1,1,0.0
26,4,310.59,0.0,393.31,111.6,1,1,1.0
26,5,351.82,86.0,187.79000000000002,79.69999999999999,1,1,1.0
27,6,112.7,248.4,273.7,181.4,1,1,1.0
27,3,95.26,0.0,219.03000000000003,59.31,1,1,0.0
27,4,310.65,0.0,393.25,111.6,1,1,1.0
27,5,330.3,82.1,180.99,77.77000000000001,1,1,1.0
28,6,140.0,265.69,297.35,192.51,1,1,1.0
28,3,95.26,0.0,218.98000000000002,59.15,1,1,0.0
28,4,310.7,0.0,393.2,111.6,1,1,1.0
28,5,309.16,77.03,174.2,75.85,1,1,1.0
29,6,175.1,273.9,317.70000000000005,212.40000000000003,1,1,1.0
29,3,95.26,0.0,218.94,59.0,1,1,0.0
29,4,310.76,0.0,393.14,111.6,1,1,1.0
29,5,287.76,73.72,167.40000000000003,73.91999999999999,1,1,1.0
29,7,913.5,183.46,46.02999999999997,63.609999999999985,1,1,1.0
30,6,212.7,293.0,344.59999999999997,225.0,1,1,1.0
30,3,95.26,0.0,219.34000000000003,58.85,1,1,0.0
30,4,310.82,0.0,393.08,111.6,1,1,0.0
30,5,270.4,70.4,160.60000000000002,72.0,1,1,1.0
30,7,866.53,168.94,93.12,79.18,1,1,1.0
31,6,250.3,305.8,379.90000000000003,234.2,1,1,1.0
31,3,95.26,0.0,219.74,58.7,1,1,0.0
31,4,310.88,0.0,393.02,111.6,1,1,0.0
31,5,250.81,67.83,156.37,70.49,1,1,1.0
31,7,819.57,154.42,140.18999999999994,94.74000000000001,1,1,1.0
32,6,297.7,327.0,404.00000000000006,213.0,1,1,1.0
32,3,95.26,0.0,219.66000000000003,58.4,1,1,0.0
32,4,310.94,0.0,392.96,111.6,1,1,1.0
32,5,232.68,64.24,152.14,68.98,1,1,1.0
32,7,772.6,139.9,187.27999999999997,110.29999999999998,1,1,1.0
33,6,351.4,350.3,428.0400000000001,189.7,1,1,1.0
33,3,95.26,0.0,219.57999999999998,58.1,1,1,0.0
33,4,311.0,0.0,392.9,111.6,1,1,1.0
33,5,214.93,60.78,147.90999999999997,67.47,1,1,1.0
33,7,730.3,130.1,229.70000000000005,113.30000000000001,1,1,1.0
34,6,405.1,373.6,452.09000000000003,166.39999999999998,1,1,1.0
34,8,931.4,42.25,28.600000000000023,34.95,1,1,1.0
34,3,95.26,0.0,219.5,57.8,1,1,0.0
34,4,311.33,0.0,392.57,109.6,1,1,1.0
34,5,199.6,58.48,141.70000000000002,65.96000000000001,1,1,1.0
34,7,687.47,122.6,251.77999999999997,108.20000000000002,1,1,1.0
35,6,475.9,400.88,406.99,139.12,1,1,1.0
35,8,913.3,22.0,46.700000000000045,55.2,1,1,1.0
35,3,95.26,0.0,219.42000000000002,57.5,1,1,0.0
35,4,311.65,0.0,392.25,109.4,1,1,1.0
35,5,185.1,56.17,137.79999999999998,64.45,1,1,1.0
35,7,652.01,115.56,239.89,104.96000000000001,1,1,1.0
36,6,550.2,428.15,358.39,111.85000000000002,1,1,1.0
36,8,897.56,19.0,62.440000000000055,55.83,1,1,1.0
36,3,95.26,0.0,219.34000000000003,57.2,1,1,0.0
36,4,311.97,0.0,391.92999999999995,109.2,1,1,1.0
36,5,170.59,53.87,133.91,62.940000000000005,1,1,1.0
36,7,613.0,108.52,231.20000000000005,101.72000000000001,1,1,1.0
37,6,652.85,455.42,306.65,84.57999999999998,1,1,1.0
37,8,881.82,16.07,61.94999999999993,56.38999999999999,1,1,1.0
37,3,95.26,0.0,219.26,56.9,1,1,0.0
37,4,312.3,0.0,391.59999999999997,109.0,1,1,1.0
37,5,156.09,51.57,130.01000000000002,61.43,1,1,1.0
37,7,576.39,101.48,224.07000000000005,98.48,1,1,1.0
38,6,755.5,482.7,204.5,57.30000000000001,1,1,1.0
38,8,866.08,13.13,61.44999999999993,56.96,1,1,1.0
38,3,95.26,0.0,219.18,56.6,1,1,0.0
38,4,312.22,0.0,391.4599999999999,108.63,1,1,0.0
38,5,141.59,49.26,126.10999999999999,59.92000000000001,1,1,1.0
38,7,543.28,94.44,216.95000000000005,95.24000000000001,1,1,1.0
39,6,866.7,520.1,93.29999999999995,19.899999999999977,1,1,1.0
39,8,850.34,10.2,60.95999999999992,57.519999999999996,1,1,1.0
39,3,95.26,0.0,219.10000000000002,56.3,1,1,0.0
39,4,312.14,0.0,391.32000000000005,108.27,1,1,0.0
39,5,127.09,46.96,122.21000000000001,58.410000000000004,1,1,1.0
39,7,510.17,87.4,209.82999999999998,92.0,1,1,1.0
40,8,834.6,8.5,60.75,56.849999999999994,1,1,1.0
40,3,95.26,0.0,219.01999999999998,56.0,1,1,0.0
40,4,312.07,0.0,391.16,107.9,1,1,0.0
